Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	0min_3	0min_4	5min_1	5min_2	5min_3	60min_1	60min_2	60min_3	mean0min	mean5min	log05	mean60min	log060	pVal05	qVal05	pVal060	qVal060
PG256500	sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2	136	48.53	48.53	22.06	1	31	9	0	6	5	0	6.35e-139	5	5	P37108	SRP14	P37108	7016463.6793	1083050.5096	974762.7260299999	896976.74343	726390.4125900001	870885.05002	675984.92042	642848.20888	422093.27702000004	448652.26798	300015.54748	920295.0979124999	729906.0597733334	-0.33438574532551374	390253.69749333337	-1.2376842426009291	0.0694558559189984	0.253297042206002	0.0001520774624401	0.0032978414318609
PG250472	sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A; mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=2	150	38.0	38.0	10.0	1	34	7	1	7	4	1	4.46e-94	5	3	P20674	COX5A	P20674	6556485.0304000005	751890.0697700001	796332.7865299999	707155.51513	769080.6566999999	715364.51428	709940.36202	636865.3324300001	531951.30258	548019.0627400001	399265.77848	756114.7570325001	687390.0695766667	-0.1374762018672796	493078.71460000006	-0.616787236341768	0.065327753767013	0.246260495096904	0.0006949290823074	0.006372412108666
PG243437	sp|O95777|LSM8_HUMAN U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens GN=LSM8 PE=1 SV=3	96	68.75	68.75	0.0	1	24	5	0	5	5	0	1.6699999999999997e-67	4	4	O95777	LSM8	O95777	6552259.4397	813749.48945	847247.8221000001	799163.7447800001	704892.66827	675984.92042	606017.19713	709940.36202	505145.07893	559135.877	352895.80123	791263.4311500001	663980.8265233333	-0.25301650138452475	472392.25238666666	-0.7441727799315743	0.0168208447680995	0.150266015990745	0.0013546565830348	0.0088779927299718
PG242323	sp|P00492|HPRT_HUMAN Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens GN=HPRT1 PE=1 SV=2	218	75.69	75.69	5.505	1	54	13	0	7	6	0	2.65e-211	6	6	P00492	HPRT1	P00492	6265533.289899999	800997.75278	765821.59529	743020.6146099999	685625.73949	688488.74027	584467.85118	621774.59971	479975.14539	489794.24776	417385.02387000003	748866.4255425	631577.06372	-0.24574963034595382	462384.80567333335	-0.6956144192191327	0.0135258305267753	0.136888237128417	3.3048820106846e-05	0.0014948988431827
PG247020	sp|Q9BRA2|TXD17_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens GN=TXNDC17 PE=1 SV=1	123	60.98	60.98	0.0	1	22	6	0	5	4	0	7.97e-85	5	4	Q9BRA2	TXNDC17	Q9BRA2	6236279.152799999	815582.2537700001	718592.9757899999	774763.35427	757817.71892	649077.53684	457018.48227000004	659806.6171500001	474508.32479	525152.47627	429548.54365999997	766689.0756875	588634.2120866667	-0.3812702276964328	476403.1149066666	-0.6864587773527918	0.0173398183447365	0.151641579539551	3.67749939570995e-05	0.0015471674489242
PG252390	sp|P02765|FETUA_HUMAN Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1	367	11.44	3.542	3.27	1	853	6	4	24	4	2	1.6400000000000001e-77	15	2	P02765	AHSG	P02765	6207641.726600001	163184.02883999998	153625.80993000002	174503.50967	173884.36015	666770.07688	861897.21239	1198474.1156	669719.20977	855943.02171	1230850.2772	166299.4271475	909047.1349566666	2.450571902491203	918837.5028933333	2.466026543389916	1.92654490090512e-06	0.0004977870191138	2.10196943089349e-06	0.0002276261479688
PG246034	sp|Q96DI7|SNR40_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens GN=SNRNP40 PE=1 SV=1	357	49.02	49.02	7.843	1	40	15	0	7	7	0	1.19e-212	7	7	Q96DI7	SNRNP40	Q96DI7	6123827.4269	754575.58057	747920.92099	703663.0939	727591.55663	667709.2971900001	587328.4993100001	654221.77648	476211.06401000003	482785.68925	330064.13626	733437.7880225	636419.8576600001	-0.20469574664466542	429686.9631733333	-0.7713885921938736	0.0093925492593918	0.12189797291493	0.0004228803854993	0.005170346457273
PG249785	sp|P07766|CD3E_HUMAN T-cell surface glycoprotein CD3 epsilon chain OS=Homo sapiens GN=CD3E PE=1 SV=2	207	49.76	49.76	25.12	2	48	8	0	7	4	0	1.88e-123	7	4	P07766|E9PSH8	CD3E	P07766	6113885.923400001	797296.22493	736274.72714	737303.3559999999	579248.26939	659806.6171500001	593768.7626799999	608121.75519	538069.22835	490929.83211	380987.34866	712530.6443650001	620565.7116733333	-0.1993680772647946	469995.46970666666	-0.6003052119193557	0.12284742349423	0.309866436250084	0.0038766912217051	0.0159135287890145
PG247241	sp|P62995|TRA2B_HUMAN Transformer-2 protein homolog beta OS=Homo sapiens GN=TRA2B PE=1 SV=1	288	63.19	32.29	23.96	1	375	25	14	12	9	6	6.299e-320	3	3	P62995	TRA2B	P62995	6035199.7787	676856.62764	636865.3324300001	723511.64962	815582.2537700001	690048.43044	586435.70095	624276.37653	518700.69661	484265.32707	271657.05753	713203.965865	633586.8359733333	-0.17077236441179555	424874.3604033333	-0.7472784403151463	0.122320551590794	0.30903240763201	0.0076511117783235	0.0234812594316014
PG249478	tr|E7EMB3|E7EMB3_HUMAN Calmodulin OS=Homo sapiens GN=CALM2 PE=1 SV=1	196	28.57	28.57	22.45	4	53	11	0	10	5	0	2.55e-150	7	5	P62158|H0Y7A7|E7ETZ0|E7EMB3	CALM1|CALM2	E7EMB3	5941331.839699999	690048.43044	667709.2971900001	767244.31977	764678.25666	602658.07642	562091.9079199999	563392.7066800001	509873.17246000003	483751.68862	314122.62607	722420.076015	576047.5636733334	-0.32665004731563363	435915.82905	-0.7287883937616497	0.0016058943289888	0.0600565650844608	0.0021366795098845	0.0116668394959009
PG244980	sp|P15153|RAC2_HUMAN Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens GN=RAC2 PE=1 SV=1	192	57.29	27.08	11.46	1	51	12	6	12	8	3	4.09e-153	6	4	P15153	RAC2	P15153	5857339.7951	1072151.00219	870885.05002	854421.0819499999	671382.9582499999	707155.51513	504730.44583	507649.53906	257097.22562	267495.52642999997	185754.9043	867210.0231025	573178.5000066665	-0.5973969363195134	236782.5521166667	-1.8728186547914858	0.0117344084377975	0.131306008913741	1.12744963135987e-05	0.0006673194847751
PG249833	sp|Q9UKY7|CDV3_HUMAN Protein CDV3 homolog OS=Homo sapiens GN=CDV3 PE=1 SV=1	258	51.94	20.54	23.26	1	33	10	6	6	5	3	1.6799999999999998e-128	2	2	Q9UKY7	CDV3	Q9UKY7	5843377.2425999995	743020.6146099999	690891.02411	693832.85577	741147.47341	652203.26628	553411.63918	577719.68931	500917.79889000003	438735.19693	254894.21727	717222.991975	594444.8649233334	-0.2708787318916844	398182.4043633333	-0.8489922674053672	0.0046076106095151	0.103588618758362	0.0031034699995014	0.0140872062678461
PG256599	sp|Q9Y277|VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens GN=VDAC3 PE=1 SV=1	283	62.9	57.24	4.594	1	74	14	2	5	5	2	5.85e-193	3	3	Q9Y277	VDAC3	Q9Y277	5831477.257100002	821797.2932399999	788617.84168	718592.9757899999	666770.07688	674201.80329	570171.55311	561112.01099	389035.40337	395286.62598	269059.39246999996	748944.5468974999	601828.4557966666	-0.3155065809578887	351127.1406066666	-1.0928653884883759	0.012543859885282	0.135046826954785	9.48147884446594e-05	0.0024909687381208
PG244948	sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens GN=RPL23A PE=1 SV=1	156	69.23	7.692	49.36	1	126	20	17	33	17	14	2.6599999999999997e-288	5	3	P62750	RPL23A	P62750	5780012.346500001	918517.06678	810676.53126	839352.2845300001	688071.181	691783.57519	493769.13626000006	506974.62567999994	332438.71215	318446.02999	209133.64502	814154.2658925	564175.7790433333	-0.5291574520692204	286672.79572	-1.505897177959267	0.0063337905635135	0.110846973000075	3.48811488591628e-05	0.0015254658333911
PG242030	tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens GN=TTN PE=1 SV=1	35991	0.2556	0.2389	0.0	9	13	9	1	2	2	0	4.81e-88	2	2	Q8WZ42|Q8WZ42-2|Q8WZ42-4|Q8WZ42-7|Q8WZ42-8|Q8WZ42-11|Q8WZ42-12|Q8WZ42-13|A0A0A0MTS7	TTN	A0A0A0MTS7	5619054.579	309368.58684	302904.89253	292537.74584	276990.52717	681022.56273	802268.10202	964824.74966	644132.91578	703663.0939	591887.75413	295450.438095	816038.4714699999	1.4657210303371162	646561.2546033334	1.1298709179303879	2.6438381475159e-06	0.0005780276712903	5.92493731540327e-07	0.0001036466943921
PG242319	sp|P13598|ICAM2_HUMAN Intercellular adhesion molecule 2 OS=Homo sapiens GN=ICAM2 PE=1 SV=2	275	22.18	22.18	0.0	1	28	7	0	3	3	0	4.49e-83	3	3	P13598	ICAM2	P13598	5593391.423099999	795202.0017799999	709940.36202	696710.06857	650653.60769	656194.07225	549944.6403099999	532519.59774	396581.84453	376297.11579999997	247816.10353000002	713126.510015	579552.7701	-0.2992180071225177	340231.6879533333	-1.0676405215737852	0.014836225651192	0.140559205102887	0.0002153434344592	0.0037921115777447
PG252798	sp|Q9UN86-2|G3BP2_HUMAN Isoform B of Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens GN=G3BP2	449	56.57	52.56	9.8	1	128	20	2	14	8	2	1.87e-297	9	6	Q9UN86-2	G3BP2	Q9UN86-2	5530152.5487	649962.96419	648664.93786	658086.10852	638828.02968	591887.75413	507649.53906	559135.877	427165.00379999995	442751.34585999994	404665.38832	648885.5100625	552891.05673	-0.23096871466476954	424860.5793266666	-0.6109744608257212	0.005030994550384	0.105324948713421	2.7356116329322e-06	0.0002827787751856
PG248852	sp|Q5VTU8|AT5EL_HUMAN ATP synthase subunit epsilon-like protein; mitochondrial OS=Homo sapiens GN=ATP5EP2 PE=3 SV=1	51	45.1	45.1	0.0	2	8	3	0	3	3	0	9.41e-33	2	2	P56381|Q5VTU8	ATP5E|ATP5EP2	Q5VTU8	5497257.2846	924180.6000399999	866662.3187200001	803461.57719	676856.62764	600406.0279399999	541288.41006	547068.22756	246272.53635999997	263116.27793	96820.374954	817790.2808975	562920.88852	-0.5387987332927002	202069.729748	-2.016877696414583	0.0014479140072454	0.058751603120058	0.0002959428576709	0.0044763714056033
PG246105	sp|O75368|SH3L1_HUMAN SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens GN=SH3BGRL PE=1 SV=1	114	85.09	85.09	25.44	1	33	10	0	5	5	0	2.88e-149	5	5	O75368	SH3BGRL	O75368	5492250.3982	690891.02411	681022.56273	705285.23766	699709.14567	638828.02968	492751.29495999997	533896.55444	416449.29119	391916.10916	238313.76568	694226.9925425	555158.62636	-0.3225074063899508	348893.05534333334	-0.9926225790925015	0.0057859902516066	0.106787732796459	0.0005651340118637	0.0057766037709525
