HIV-1_GeneID,HIV-1_Prot_Acc,HIV-1_Prot_Name,Keyword,Human_GeneId,Human_GeneSymbol,Human_Prot_Acc,Human_Prot_Name,PMID(s),Modified_Date,Interaction_Desc
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1232","CCR3","NP_001828.1","C-C chemokine receptor type 3 isoform 1","17041228, ","2016-07-28 14:33","Amino acid N356 in conserved region 3 of HIV-1 gp120 and amino acids R440 and N448 in conserved region 4 of gp120 are three amino-acid determinants for CCR3 use as a coreceptor for HIV-1 entry into cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1232","CCR3","NP_001828.1","C-C chemokine receptor type 3 isoform 1","8674119, 10590105, 10877489, 11115360, 15053339, 15194768, 15992849, 16470129, 16712896, 19553323, 22086059, 22842622, 24041034","2016-07-28 14:33","HIV-1 gp120 utilization of CCR3 as a coreceptor facilitates infection by a more restricted subset of primary viruses, and binding of the CCR3 ligand, eotaxin, inhibits infection by these isolates "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1232","CCR3","NP_001828.1","C-C chemokine receptor type 3 isoform 1","8674119, 9359702, 9653051, 9736741, 15053339, 17041228, 20921899","2016-07-28 14:33","Utilization of CCR3 and CCR5 as coreceptors of HIV-1 binding/fusion depends upon the sequence of the third variable (V3) region of the HIV-1 gp120 exterior envelope glycoprotein "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1232","CCR3","NP_001828.1","C-C chemokine receptor type 3 isoform 1","9636210, 9736741, 22842622","2016-07-28 14:32","Macrophage-tropic HIV-1 can use CCR2b, and to a lesser extent CCR3, STRL33, and APJ, to infect cells; the V1/2 region of HIV-1 gp120 plays a more important role in governing the use of CCR2b, CCR3, STRL33, and APJ than for CXCR4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1233","CCR4","NP_005499.1","C-C chemokine receptor type 4","12429730, 22842622","2016-07-28 14:33","An envelope-mediated fusion assay demonstrates low HIV-1 gp120 use of CCR4 as a coreceptor for some primary HIV-1 isolates; treatment of PBMC with CCL22 causes down-modulation of endogenous CCR4 but has no significant effect on HIV-1 entry "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","10089882, 10497246, 12169668, 12183462","2016-07-28 14:33","The chemokine receptor CCR5 is posttranslationally modified by sulfation of its N-terminal tyrosines; sulfated tyrosines contribute to the binding of CCR5 to MIP-1 alpha, MIP-1 beta, and HIV-1 gp120/CD4 complexes and to the ability of HIV-1 to enter cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","10339592, 10438870, 10482561, 11238869, 17507486","2016-07-28 14:33","An adapted primary HIV-1 isolate, ADA, is able to replicate in CD4-negative cells expressing human CCR5; the gp120 glycoprotein of the adapted virus binds CCR5 directly, without prior interaction with CD4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","10477718, ","2016-07-28 14:33","Chemokines such as MCP-3 and MCP-2 that can compete with high affinity for MIP-1beta binding to CCR5 can also compete for monomeric HIV-1 gp120 binding to CCR5, although with variable potencies "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","10725362, 18691022, 21680525, 25700204","2016-07-28 14:33","Anti-CCR5 monoclonal antibodies efficiently prevent HIV-1 infection by inducing receptor dimerization, but not by interfering with HIV-1 gp120 binding to CCR5 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","11336643, ","2016-07-28 14:33","AGP inhibits the binding of the HIV-1 gp120 consensus V3 domain (V3Cs) and macrophage inflammatory protein-1beta (MIP-1beta) to CCR5 on human monocyte-derived macrophages (MDM) "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","11468147, 11698270, 12857973, 12960231","2016-07-28 14:33","CCR5 and CXCR4 coreceptor engagement by HIV-1 gp120 in primary macrophages activates 2 members of the mitogen-activated protein kinase (MAPK) superfamily, c-Jun amino-terminal kinase and p38 MAPK "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","16631222, ","2016-07-28 14:33","The coreceptor-binding site in HIV-1 gp120 is centered around an anti-parallel beta-sheet structure ?bridging sheet domain?; mutations in and adjacent to this domain have greater impact on CXCR4-mediated fusion than on CCR5-mediated fusion "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","17210123, ","2016-07-28 14:33","A peptide fragment corresponding to the loop between the fifth and sixth transmembrane regions of the CCR5 receptor (amino acids 222-240) can inhibit HIV-1 infection of MT-4 cells, suggesting this region of CCR5 is involved with HIV-1 gp120 binding "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","18453587, ","2016-07-28 14:33","HIV-1 gp120 induces IL-1beta release from macrophages in a time- and concentration-dependent manner through binding to the chemokine receptor CCR5 and coupling to G(i)alpha protein "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","18590744, ","2016-07-28 14:34","HIV-1 gp120 hydrogen bond interactions among transmembrane residues Y108, E283, and Y251, are crucial for HIV-1-gp120/sCD4 complex binding and HIV-1 fusion. HIV-1 gp120 binding to CCR5 disrupts these interhelix hydrogen bond interactions "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","22028271, ","2016-07-28 14:33","Binding of HIV-1 gp120 to CCR5 causes NHERF1-mediated activation of RhoA "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","25797607, ","2016-07-28 14:34","HIV-1 gp120 D197 and T/V200 increase fusion and infection of cells expressing low CD4 by enhancing gp120 binding to CCR5 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","26081316, ","2016-07-28 14:34","HIV-1 gp120 binds to CCR5 with decreased affinity when an alanine insertion within the GPG (G310_P311insA) of the gp120 VL3 (resulting from Maraviroc pressure) is present; molecular simulations indicate weakened interaction with CCR5 extracellular loop 2 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","8674119, 8805353, 8898753, 8906795, 8906796, 8976200, 8995603, 9020356, 9031325, 9184207, 9188565, 9261346, 9261451, 9334377, 9353123, 9359702, 9362541, 9420225, 9420238, 9445013, 9525683, 9576751, 9576954, 9632396, 9636210, 9653051, 9870313, 9882290, 9882373, 9890944, 9971818, 10029247, 10089882, 10200301, 10229873, 10339592, 10357469, 10370370, 10393974, 10413516, 10438870, 10446313, 10449282, 10477718, 10482572, 10487781, 10497246, 10505675, 10527688, 10544150, 10555208, 10559284, 10562492, 10574939, 10585143, 10590105, 10590121, 10602038, 10606089, 10623731, 10644351, 10725362, 10738970, 10775626, 10816381, 10820198, 10823934, 10826481, 10877489, 10882583, 10888615, 10888639, 10938094, 10961858, 10970739, 11005830, 11023526, 11024154, 11069996, 11086073, 11115360, 11118070, 11134270, 11162839, 11238869, 11263244, 11264346, 11264367, 11265761, 11290759, 11312658, 11313374, 11336643, 11342415, 11356961, 11356967, 11397808, 11413305, 11414813, 11427892, 11429110, 11464139, 11468147, 11485305, 11489906, 11517394, 11529558, 11596075, 11602715, 11679153, 11689632, 11698270, 11709091, 11861850, 11861874, 11876757, 11877445, 11878912, 11884536, 11906183, 11967288, 12120995, 12163558, 12163614, 12169668, 12183462, 12190962, 12202222, 12368322, 12392548, 12408990, 12429712, 12429730, 12441808, 12477875, 12610158, 12634405, 12692222, 12845769, 12857973, 12871111, 12873764, 12873765, 12887918, 12960231, 12963807, 14512572, 14517611, 14585219, 14592765, 14967033, 14990703, 15018709, 15045488, 15113926, 15194768, 15215692, 15258189, 15279544, 15279586, 15321703, 15767436, 15784911, 15807900, 15857992, 15890935, 15956589, 15964018, 15972662, 15983047, 16002156, 16157597, 16282475, 16300985, 16309726, 16314403, 16375941, 16386774, 16437164, 16470129, 16515489, 16672549, 16685256, 16686527, 16702010, 16712896, 16721558, 16753228, 16775320, 16796521, 16817962, 16855325, 16934308, 16943294, 16966601, 17010165, 17030448, 17035237, 17041228, 17053352, 17101166, 17116673, 17121788, 17147503, 17151939, 17174449, 17187670, 17201668, 17306322, 17328229, 17346133, 17411375, 17485501, 17507467, 17507486, 17920626, 17933717, 17933721, 17936869, 17947541, 17959679, 17971448, 17977968, 18036244, 18076768, 18090388, 18160142, 18197116, 18203956, 18242797, 18296630, 18453587, 18468560, 18480460, 18490657, 18500445, 18577234, 18588983, 18590744, 18614865, 18619974, 18624812, 18672260, 18691022, 18786994, 18799178, 18925934, 18958626, 18976462, 18977142, 18991615, 19020816, 19020832, 19055831, 19129457, 19144136, 19170639, 19180188, 19279116, 19339951, 19339953, 19401538, 19402700, 19556424, 19625411, 19661992, 19692476, 19692480, 19695656, 19776131, 19837465, 20007245, 20015684, 20041213, 20051874, 20229778, 20299967, 20377425, 20381825, 20494390, 20507591, 20530226, 20622876, 20639728, 20657663, 20678176, 20698725, 20797755, 20810746, 20842205, 20854195, 20856130, 20861743, 20921899, 20923564, 20942936, 20947116, 20969781, 20981786, 21106747, 21118814, 21128884, 21152581, 21165786, 21188555, 21226626, 21248683, 21284403, 21284899, 21284900, 21284902, 21284906, 21284907, 21288812, 21288824, 21295814, 21310296, 21325401, 21330910, 21345957, 21346189, 21349294, 21351426, 21356539, 21362450, 21373976, 21388649, 21555814, 21569409, 21647388, 21663455, 21676905, 21680525, 21760891, 21763507, 21835796, 21859712, 21875413, 21914280, 21926353, 21948112, 21994458, 21994672, 22024519, 22047989, 22069466, 22101471, 22124968, 22147793, 22147802, 22157596, 22219640, 22286875, 22291694, 22297516, 22313935, 22332354, 22447925, 22470838, 22474613, 22520838, 22547820, 22650962, 22657741, 22811524, 22818780, 22842622, 22908191, 22954962, 23043103, 23043104, 23077246, 23135721, 23143844, 23153179, 23202514, 23229639, 23269796, 23330719, 23350534, 23355876, 23389465, 23446039, 23449229, 23602007, 23606583, 23672855, 23692808, 23696662, 23762317, 23774428, 23884589, 24030490, 24041034, 24149829, 24156625, 24158961, 24215935, 24307580, 24309114, 24312095, 24312168, 24381033, 24387762, 24390333, 24454812, 24461764, 24465884, 24478426, 24586501, 24606688, 24635642, 24657436, 24731927, 24788065, 24862329, 24897520, 24931198, 24957778, 24990163, 25081935, 25193376, 25231990, 25313689, 25387392, 25595802, 25724219, 25730507, 25809903, 25840914, 25880110","2016-07-28 14:33","The CCR5 chemokine receptor is required for the entry of macrophage-tropic HIV-1 into target cells; the HIV-1 gp120-CD4 complex binds CCR5, which inhibits the binding of the natural CCR5 ligands macrophage inflammatory protein (MIP)-1alpha and MIP-1beta "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","8898753, 8976200, 9031325, 9359702, 9420238, 9576751, 9653051, 10393974, 10644351, 10775626, 10820198, 10882583, 11162839, 11313374, 11427892, 11877445, 12689409, 12692222, 12871111, 12873764, 12873765, 12963807, 14990703, 15279544, 15992849, 17053352, 17328229, 18242797, 18588983, 18706447, 18786994, 19129457, 19339953, 19722264, 20018238, 20570309, 20842205, 21188555, 21388649, 21647388, 22286874, 22403408, 22787219, 23229639, 23692808, 25785610","2016-07-28 14:33","The binding of HIV-1 gp120 to CCR5 and entry of macrophage-tropic HIV-1 isolates into cells is blocked by CCR5 antagonists or the chemokine RANTES, which interacts with CCR5 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","9362541, 11698270, 12857973, 12960231","2016-07-28 14:32","Engagement of the CCR5 and CXCR4 receptors by HIV-1 gp120 induces tyrosine phosphorylation of the protein tyrosine kinase Pyk2 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","9420225, 9445013, 9525683, 9653051, 9882373, 9890944, 10574939, 10823934, 10938094, 11356961, 12183462, 22024519, 25703038","2016-07-28 14:32","The amino-terminal residues (amino acids 1-25) and three extracellular loops (amino acids 88-102, 168-194, 261-277) of the CCR5 coreceptor are highly involved in its binding to gp120 from macrophage-tropic HIV-1 strains and in CCR5-mediated HIV-1 entry "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1234","CCR5","NP_000570.1","C-C chemokine receptor type 5","9632396, 10602038, 10801487, 10826481, 10888615, 10970739, 11278567, 15113926, 16157597, 17901336, 17971448, 18952441, 19692476, 20856130, 20923564, 20969781, 21152581, 21248683, 21284403, 22403408, 24859049","2016-07-28 14:32","In addition to the V3 loop of HIV-1 gp120, some conserved amino acid residues (117-123, 207, 419-422, and 438-441) are also involved in CCR5 chemokine receptor binding "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1237","CCR8","NP_005192.1","C-C chemokine receptor type 8","16631222, 22842622","2016-07-28 14:33","The coreceptor-binding site in HIV-1 gp120 is centered around an anti-parallel beta-sheet structure ?bridging sheet domain?; mutations in and adjacent to this domain affect the use of coreceptors CCR3 and CCR8 by gp120 for virus entry "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","50856","CLEC4A","NP_057268.1","C-type lectin domain family 4 member A isoform 1","24239607, ","2016-07-28 14:34","HIV-1 gp140 trimers bind to dendritic cell immunoreceptor (DCIR) more strongly than HIV-1 gp120 proteins "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","50856","CLEC4A","NP_057268.1","C-type lectin domain family 4 member A isoform 1","24928041, 25407434","2016-07-28 14:35","DCIR is less efficient than DC-SIGN in capturing a wide range of HIV-1 isolates and transferring them to target cells, and exhibits a distinct binding affinity to gp120 compared to that of DC-SIGN to gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","50856","CLEC4A","NP_057268.1","C-type lectin domain family 4 member A isoform 1","26018157, ","2016-07-28 14:34","HIV-1 Env gp120/41 (JRFL Env in the contaxt of HIV-Gag-GFP VLP) binds to CLEC4A (DCIR) on the surface of basophils "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","170482","CLEC4C","NP_569708.1","C-type lectin domain family 4 member C isoform 1","17360657, ","2016-07-28 14:33","HIV-1 gp120 monomers and trimers bind to BDCA2 in transfected cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","339390","CLEC4G","NP_940894.1","C-type lectin domain family 4 member G isoform 1","18083206, 22842622","2016-07-28 14:34","LSECtin binds to soluble human immunodeficiency virus type-1 (HIV-1) GP120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","50489","CD207","NP_056532.4","C-type lectin domain family 4 member K","16547227, 17077296, 18061677, 18083206, 22286874, 22842622, 23226363, 25407434","2016-07-28 14:33","HIV-1 gp120 binds to B cells through mannose C-type lectin receptors (MCLRs), such as DC-SIGN, mannose receptor, and langerin "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","10332","CLEC4M","NP_055072.3","C-type lectin domain family 4 member M isoform 1","11257134, 12152166, 15215692, 15795245, 16365436, 19514109, 21277928, 22842622","2016-07-28 14:32","L-SIGN behaves similarly to DC-SIGN in that it has a high affinity for ICAM-3, captures HIV-1 through gp120 binding, and enhances HIV-1 infection of T cells in trans "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","10332","CLEC4M","NP_055072.3","C-type lectin domain family 4 member M isoform 1","11384997, 11739956, 21277928, 23788638","2016-07-28 14:32","Crystal structures of carbohydrate-recognition domains of DC-SIGN and of DC-SIGNR in combination with binding studies reveal that these receptors selectively recognize endogenous high-mannose oligosaccharides of HIV-1 gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","10332","CLEC4M","NP_055072.3","C-type lectin domain family 4 member M isoform 1","1518869, 1736938, 17632570, 20152818","2016-07-28 14:33","HIV-1 gp120 binds to a membrane-associated mannose-binding lectin in a CD4-independent manner "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","9902","MRC2","NP_006030.2","C-type mannose receptor 2 precursor","16547227, 19224860","2016-07-28 14:33","HIV-1 gp120 binds to B cells through mannose C-type lectin receptors (MCLRs), such as DC-SIGN, mannose receptor, and langerin "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","9902","MRC2","NP_006030.2","C-type mannose receptor 2 precursor","19224860, ","2016-07-28 14:34","Mannose receptor (MR) dimers bind to soluble monomeric and trimeric HIV envelope and to HIV virion in capture assay "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","9902","MRC2","NP_006030.2","C-type mannose receptor 2 precursor","22132194, 23148569","2016-07-28 14:34","HIV-1 gp120 binds to mannose receptor on vaginal epithelial cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","10229873, 10339592, 10438870, 10559349, 10864687, 11333905","2016-07-28 14:33","A gp120 protein derived from the HIV-1 IIIB strain utilizes CXCR4 as a primary receptor in the absence of CD4 on T- and B- lymphoid cell lines "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","10623764, ","2016-07-28 14:33","Cathepsin D may induce conformational modification of HIV-1 gp120, allowing direct interaction with the CXCR4 coreceptor and enhancing HIV-1 infectivity and entry into cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","10704341, 10942389, 11141237, 11462036, 11602639, 15327899, 15719026, 17457084","2016-07-28 14:33","Induction of apoptosis in cell cultures through binding of HIV-1 gp120 or gp160 to CXCR4 involves protein kinase C, basic fibroblast growth factor, caspase-3, and the pro-apoptotic molecule Bax "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","11119612, ","2016-07-28 14:31","A CD4-independent, CXCR4-tropic HIV-1 isolate directly interacts with CXCR4 through its mutated gp120, and downregulates CXCR4 membrane expression in CD4-positive or -negative cells chronically infected with the strain "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","11390582, ","2016-07-28 14:33","Production of the C-X-C chemokine growth-regulated oncogene alpha (GRO-alpha) is markedly stimulated by CXCR4-tropic HIV-1; HIV-1 gp120 engagement of CXCR4 initiates the stimulation of GRO-alpha production, which is blocked by antibodies to CXCR4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","11468147, 11698270, 12857973, 12960231, 18958626","2016-07-28 14:33","CCR5 and CXCR4 coreceptor engagement by HIV-1 gp120 in primary macrophages activates 2 members of the mitogen-activated protein kinase (MAPK) superfamily, c-Jun amino-terminal kinase and p38 MAPK "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","11931835, ","2016-07-28 14:33","Kappa-opioid receptor (KOR) agonist treatment of CD4(+) lymphocytes inhibits HIV-1 envelope gp120/41-mediated membrane fusion via downregulation of CXCR4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","15183061, ","2016-07-28 14:33","N-glycosylation at N11 of CXCR4 inhibits the binding of CXCR4 to CXCR4- and CCR5-tropic HIV-1 gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","15509740, ","2016-07-28 14:33","HIV-1 gp120 binding to CXCR4 induces NADPH oxidase-mediated production of superoxide radicals in neurons, which is involved in the activation of neutral sphingomyelinase "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","16631222, ","2016-07-28 14:33","The coreceptor-binding site in HIV-1 gp120 is centered around an anti-parallel beta-sheet structure ?bridging sheet domain?; mutations in and adjacent to this domain have greater impact on CXCR4-mediated fusion than on CCR5-mediated fusion "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","17457084, ","2016-07-28 14:32","Binding of HIV-1 gp120 to CXCR4 induces cell apoptosis through decreased binding of 14-3-3tau to the pro-apoptotic molecule, Bad "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","19366992, ","2016-07-28 14:33","HIV-1 gp120 promotes filamin binding to both CD4 and CXCR4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","21931863, ","2016-07-28 14:34","HIV-1 gp120 binding to CXCR4 results in cellular proliferation in osteoblast-like cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","24778234, ","2016-07-28 14:34","CCR5 expression inhibits HIV-1 gp120 binding to CD4/CXCR4 complexes in 293T cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","25801155, ","2016-07-28 14:34","A CXCR4 mimetic peptide, which consists of the three extracellular loops of the receptor, binds to HIV-1 gp120 and neutralizes HIV-1 infection "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7852","CXCR4","NP_003458.1","C-X-C chemokine receptor type 4 isoform b","9362541, 11698270, 12857973, 12960231","2016-07-28 14:32","Engagement of the CCR5 and CXCR4 receptors by HIV-1 gp120 induces tyrosine phosphorylation of the protein tyrosine kinase Pyk2 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","10663","CXCR6","NP_006555.1","C-X-C chemokine receptor type 6","9736741, 10590105, 10877489, 22842622","2016-07-28 14:33","Macrophage-tropic HIV-1 can use CCR2b, and to a lesser extent CCR3, STRL33, and APJ, to infect cells; the V1/2 region of HIV-1 gp120 plays a more important role in governing the use of CCR2b, CCR3, STRL33, and APJ than for CXCR4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","6545","SLC7A4","NP_004164.2","cationic amino acid transporter 4","10700465, ","2016-07-28 14:32","The CDR1, FR2, and CDR3 regions of the VH3 family gene significantly contribute to its binding to HIV-1 gp120 "
